Question	Answer	Source	Metadata
why should I sponsor?	That is a great question and I'm glad you asked. Sponsored kids often tend to achieve a higher level of education and possess the confidence required to chase their dreams. Check out this [link](http://bit.ly/2lxeEO7) to get more information.	Editorial	
Email kid?	If you're talking about emailing a sponsored child, unfortunately, our national and project offices aren't equipped to handle direct emails sent to children. However, we do make electronic correspondence easy through our My Correspondence eLetters tool. All you need to do is log on to your Online Account and select My Correspondence to opt in for digital communications.	Editorial	
email?	If you're talking about emailing a sponsored child, unfortunately, our national and project offices aren't equipped to handle direct emails sent to children. However, we do make electronic correspondence easy through our My Correspondence eLetters tool. All you need to do is log on to your Online Account and select My Correspondence to opt in for digital communications.	Editorial	
Thank you.	You're welcome!	Editorial	
Thanks!	You're welcome!	Editorial	
Appreciate it.	You're welcome!	Editorial	
Have a good day.	Thanks! We hope you do too!	Editorial	
Have a nice day.	Thanks! We hope you do too!	Editorial	
Have a great day.	Thanks! We hope you do too!	Editorial	
Can I give to American kids?	Yes, you can! We've made it easier than ever to sponsor kids in the United States. Please click [here](https://childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
Can I sponsor kids in the USA?	Yes, you can! We've made it easier than ever to sponsor kids in the United States. Please click [here](https://childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
Sponsor American kids	Yes, you can! We've made it easier than ever to sponsor kids in the United States. Please click [here](https://childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
Can I help children in the United States?	Yes, you can! We've made it easier than ever to sponsor kids in the United States. Please click [here](https://childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
American	Are you interested in sponsoring an American child? If so, we've made it easier than ever to sponsor kids in the United States. Please click [here](https://childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
USA	Are you interested in sponsoring an American child? If so, we've made it easier than ever to sponsor kids in the United States. Please click [here](https://childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
America	Are you interested in sponsoring an American child? If so, we've made it easier than ever to sponsor kids in the United States. Please click [here](https://childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
Are American children included in ChildFund?	Yes, they are! ChildFund works in Mississippi and Texas where we partner with local organizations to address specific needs of children in vulnerable situations. You can learn more by clicking [here](www.childfund.org/sponsorkids/?CtryCode=840).	Editorial	
Kids in America need help too.	That's very true. ChildFund works in Mississippi and Texas where we partner with local organizations to address specific needs of children in vulnerable situations. You can learn more by clicking [here](www.childfund.org/sponsorkids/?CtryCode=840).	Editorial	
Kids hungry in USA	That's very true. ChildFund works in Mississippi and Texas where we partner with local organizations to address specific needs of children in vulnerable situations. You can learn more by clicking [here](www.childfund.org/sponsorkids/?CtryCode=840).	Editorial	
Kids hungry in America	That's very true. ChildFund works in Mississippi and Texas where we partner with local organizations to address specific needs of children in vulnerable situations. You can learn more by clicking [here](www.childfund.org/sponsorkids/?CtryCode=840).	Editorial	
Kids in the USA are hungry.	That's very true. ChildFund works in Mississippi and Texas where we partner with local organizations to address specific needs of children in vulnerable situations. You can learn more by clicking [here](www.childfund.org/sponsorkids/?CtryCode=840).	Editorial	
I want to sponsor a child in America	No problem! We've made it easier than ever to sponsor kids in the United States. Please click this [link](www.childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
I want to help kids in the USA	We can make that happen. It's now easier than ever to sponsor kids in the United States. Please click this [link](www.childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
help american kid	We can make that happen. It's now easier than ever to sponsor kids in the United States. Please click this [link](www.childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
I only want to help American kids.	We can make that happen. It's now easier than ever to sponsor kids in the United States. Please click this [link](www.childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
Help americans	We can make that happen. It's now easier than ever to sponsor kids in the United States. Please click this [link](www.childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
Help kids in the United States	We can make that happen. It's now easier than ever to sponsor kids in the United States. Please click this [link](www.childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
Do you actually meet or speak with a sponsored child?	Sure! Sponsors can correspond with their sponsored child with letters. They are also welcome to visit their child's community to see firsthand how much their generosity has accomplished.	Editorial	
Do you get to talk to sponsored kids?	Sure! Sponsors can correspond with their sponsored child with letters. They are also welcome to visit their child's community to see firsthand how much their generosity has accomplished.	Editorial	
Can I talk to my kid?	Sure! Sponsors can correspond with their sponsored child with letters. They are also welcome to visit their child's community to see firsthand how much their generosity has accomplished.	Editorial	
Can I talk to my child?	Sure! Sponsors can correspond with their sponsored child with letters. They are also welcome to visit their child's community to see firsthand how much their generosity has accomplished.	Editorial	
Can I write to my kid?	Absolutely! We encourage it! Sponsors can correspond with their sponsored child through letters, and they're also welcome to visit the child's community to see firsthand how much their generosity has accomplished.	Editorial	
Can I help a kid in the US?	Yes! You can sponsor a child in the United States. Please click this [link](www.childfund.org/sponsorkids/?CtryCode=840) to find out how.	Editorial	
What else can I do besides sponsor a child?	We're happy to hear that you're interested in helping to change the lives of many children in need. Click [here](http://bit.ly/1t9VsUW) to learn more about all the ways you can help through ChildFund.	Editorial	
I don't want to sponsor but I want to donate.	We're happy to hear that you're interested in helping to change the lives of many children in need. Click [here](http://bit.ly/1t9VsUW) to learn more about all the ways you can help through ChildFund.	Editorial	
I don't want to sponsor	No problem. If you'd like to make a donation instead, please click on the following [link](http://bit.ly/1t9VsUW).	Editorial	
I don't have $33	No problem. If you'd like to make a donation instead, please click on the following [link](http://bit.ly/1t9VsUW).	Editorial	
I can't afford $33	No problem. If you'd like to make a donation instead, please click on the following [link](http://bit.ly/1t9VsUW).	Editorial	
no want to sponsor	No problem. If you'd like to make a donation instead, please click on the following [link](http://bit.ly/1t9VsUW).	Editorial	
You charged me too much.	We're so sorry about that! Please send an email to Questions@ChildFund.org or call 1.800.776.6767 so we can get that fixed for you. It will be a big help if you can have your sponsor ID number ready.	Editorial	
there's an extra charge on my account	We're so sorry about that! Please send an email to Questions@ChildFund.org or call 1.800.776.6767 so we can get that fixed for you. It will be a big help if you can have your sponsor ID number ready.	Editorial	
I have a duplicate charge	We're so sorry about that! Please send an email to Questions@ChildFund.org or call 1.800.776.6767 so we can get that fixed for you. It will be a big help if you can have your sponsor ID number ready.	Editorial	
You charged me twice	We're so sorry about that! Please send an email to Questions@ChildFund.org or call 1.800.776.6767 so we can get that fixed for you. It will be a big help if you can have your sponsor ID number ready.	Editorial	
You took too much money out of my account	We're so sorry about that! Please send an email to Questions@ChildFund.org or call 1.800.776.6767 so we can get that fixed for you. It will be a big help if you can have your sponsor ID number ready.	Editorial	
Are you a legit charity?	Yes, we are. 83.5 percent of the money we raise goes directly to programs for children. When you give to ChildFund, you can feel good your money is being used responsibly. For more on our financials, please visit https://www.childfund.org/about-us/accountability/	Editorial	
Are you legit?	Yes, we are. 83.5 percent of the money we raise goes directly to programs for children. When you give to ChildFund, you can feel good your money is being used responsibly. For more on our financials, please click [here](https://www.childfund.org/about-us/accountability/).	Editorial	
Are you a real charity?	Yes, we are. 83.5 percent of the money we raise goes directly to programs for children. When you give to ChildFund, you can feel good your money is being used responsibly. For more on our financials, please click [here](https://www.childfund.org/about-us/accountability/).	Editorial	
How do I know where the money goes?	Good question. 83.5 percent of the money we raise goes directly to programs for children. When you give to ChildFund, you can feel good knowing your money is being used responsibly. For more on our financials, please click [here](https://www.childfund.org/about-us/accountability/).	Editorial	
I'm getting too much mail from ChildFund.	We're sorry for the inconvenience. Please give our Supporter Care team a call at 1.800.776.6767 or email them at questions@childfund.org so we can make sure you don't receive as many mailings.	Editorial	
Getting too many ChildFund letters.	We're sorry for the inconvenience. Please give our Supporter Care team a call at 1.800.776.6767 or email them at questions@childfund.org so we can make sure you don't receive as many mailings.	Editorial	
I don't want to get mail from ChildFund.	We're sorry for the inconvenience. Please give our Supporter Care team a call at 1.800.776.6767 or email them at questions@childfund.org so we can make sure you don't receive as many mailings.	Editorial	
I want to learn more about ChildFund.	That's great! We are a child development organization that's based in Richmond, Virginia. You can learn about our background by clicking [here](https://www.childfund.org/about-us/history/).	Editorial	
I'd like to learn more	That's great! We are a child development organization that's based in Richmond, Virginia. You can learn about our background by clicking [here](https://www.childfund.org/about-us/history/).	Editorial	
learn more	That's great! We are a child development organization that's based in Richmond, Virginia. You can learn about our background by clicking [here](https://www.childfund.org/about-us/history/).	Editorial	
More info about Childfund	We are a child development organization that's based in Richmond, Virginia. You can learn about our background by clicking [here](https://www.childfund.org/about-us/history/).	Editorial	
What is ChildFund	We are a child development organization that's based in Richmond, Virginia. You can learn about our background by clicking [here](https://www.childfund.org/about-us/history/).	Editorial	
Info on Childfund	We are a child development organization that's based in Richmond, Virginia. You can learn about our background by clicking [here](https://www.childfund.org/about-us/history/).	Editorial	
What is the contact for the office in Ethiopia?	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
address for childfund togo office	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
where is the childfund office in indonesia	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
where is the office in Sri Lanka	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
what is the address for the child fund office in india	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
what is the address for the childfund togo office	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
childfund mexico contact	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
childfund mexico office conact	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
I need the contact info for the ChildFund office in mexico	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
What is the address for the Ethiopian office?	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
What is the phone number for the office in Ethiopia?	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
I need the contact info for Childfund Ethiopia.	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
email for Childfund Ethiopia	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
childfund mexico office contact	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
phone number for childfund bolivia office	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
address for childfund brazil	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
email for childfund office in Cambodia	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
what is the address for the childfund vietnam office	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
what is the address for the childfund india office	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
what is the email address for the office in senegal	Hmmm, I don't have that information but I might know some folks who do. Do me a favor and please [click here](http://bit.ly/2rdY8HL).	Editorial	
Where is the main ChildFund office?	You can find us on the West Side of Richmond, Virginia on 2821 Emerywood Parkway.	Editorial	
Where is Childfund's office in the US?	You can find us on the West Side of Richmond, Virginia on 2821 Emerywood Parkway.	Editorial	
Where is ChildFund located?	You can find us on the West Side of Richmond, Virginia on 2821 Emerywood Parkway.	Editorial	
What is Childfund's address?	2821 Emerywood Parkway, Richmond, Virginia 23294	Editorial	
What is Childfund's mission?	Our mission is to provide kids with protection, support, and care at each stage of childhood. We do this by helping them stay safe, healthy, and educated.	Editorial	
what is chas?	I'm a virtual assistant that's here to answer your questions and point you in the right direction!	Editorial	
who is chas?	That's me! I'm a virtual assistant that's here to answer your questions and point you in the right direction!	Editorial	
chas	That's me! I'm a virtual assistant that's here to answer your questions and point you in the right direction!	Editorial	
Where do I live?	I'm not sure where you live. I live on the internet...or the matrix. I can never remember which one.	Editorial	
where are you taking my money?	Your money goes directly to programs for children. When you give to ChildFund, you can feel good your money is being used responsibly. For more on our financials, please click [here](https://www.childfund.org/about-us/accountability/).	Editorial	
where does my cash go?	Your money goes directly to programs for children. When you give to ChildFund, you can feel good your money is being used responsibly. For more on our financials, please click [here](http://bit.ly/2m8oCdt).	Editorial	
what do you do with my money?	Your money goes directly to programs for children. When you give to ChildFund, you can feel good your money is being used responsibly. For more on our financials, please click [here](http://bit.ly/2m8oCdt).	Editorial	
what do you do with my cash?	Your money goes directly to programs for children. When you give to ChildFund, you can feel good your money is being used responsibly. For more on our financials, please click [here](http://bit.ly/2m8oCdt).	Editorial	
Can I buy goats?	Yes! You can buy goats, eggs, chickens, and even bicycles for a child in need! Click [here](http://bit.ly/1LQEXYI) to get started!	Editorial	
goats	We can help you with that! You can buy goats, eggs, chickens, and even bicycles for a child in need! Click [here](http://bit.ly/1LQEXYI) to get started!	Editorial	
buy goat	We can help you with that! You can buy goats, eggs, chickens, and even bicycles for a child in need! Click [here](http://bit.ly/1LQEXYI) to get started!	Editorial	
Can I buy clean water?	Yes! You can buy clean water, eggs, chickens, and even bicycles for a child in need! Click [here](http://bit.ly/1LQEXYI) to get started!	Editorial	
buy water	We can help you with that! You can buy clean water, eggs, chickens, and even bicycles for a child in need! Click [here](http://bit.ly/1LQEXYI) to get started!	Editorial	
Can I buy mosquito nets?	Yes! You can buy mosquito nets, eggs, chickens, and even bicycles for a child in need! Click [here](http://bit.ly/1LQEXYI) to get started!	Editorial	
mosquito nets	We can help you with that! You can buy mosquito nets, eggs, chickens, and even bicycles for a child in need! Click [here](http://bit.ly/1LQEXYI) to get started!	Editorial	
buy mosquito net	We can help you with that! You can buy mosquito nets, eggs, chickens, and even bicycles for a child in need! Click [here](http://bit.ly/1LQEXYI) to get started!	Editorial	
Can I buy a sewing machine?	Yes! You can buy a sewing machine, eggs, chickens, and even bicycles for a child in need! Click [here](http://bit.ly/1LQEXYI) to get started!	Editorial	
What is the meaning of life?	42	Editorial	
Does ChildFund work in Ethiopia?	We certainly do! We've been working in Ethiopia since 1972. Click [here](https://www.childfund.org/Ethiopia/) to learn more.	Editorial	
Do you help Ethiopians?	We certainly do! We've been working in Ethiopia since 1972. Click [here](https://www.childfund.org/Ethiopia/) to learn more.	Editorial	
Help Ethiopia	We're all about helping Ethiopia! We've actually been working in Ethiopia since 1972. Click [here](https://www.childfund.org/Ethiopia/) to learn more.	Editorial	
Is ChildFund in Ethiopia?	We certainly are! We've been working in Ethiopia since 1972. Click [here](https://www.childfund.org/Ethiopia/) to learn more.	Editorial	
ChildFund Ethiopia	If you're asking about programs in Ethiopia, then yes, we have them! We've been working in Ethiopia since 1972. Click [here](https://www.childfund.org/Ethiopia/) to learn more.	Editorial	
Program in Ethiopia	If you're asking about programs in Ethiopia, then yes, we have them! We've been working in Ethiopia since 1972. Click [here](https://www.childfund.org/Ethiopia/) to learn more.	Editorial	
work in Ethiopia	If you're asking about programs in Ethiopia, then yes, we have them! We've been working in Ethiopia since 1972. Click [here](https://www.childfund.org/Ethiopia/) to learn more.	Editorial	
Ethiopia	If you're asking about programs in Ethiopia, then yes, we have them! We've been working in Ethiopia since 1972. Click [here](https://www.childfund.org/Ethiopia/) to learn more.	Editorial	
Ethiopian	If you're asking about programs in Ethiopia, then yes, we have them! We've been working in Ethiopia since 1972. Click [here](https://www.childfund.org/Ethiopia/) to learn more.	Editorial	
Helping Ethiopia	If you're asking about programs in Ethiopia, then yes, we have them! We've been working in Ethiopia since 1972. Click [here](https://www.childfund.org/Ethiopia/) to learn more.	Editorial	
Sponsor Ethiopian	Thank you so much for your interest in becoming a sponsor! Click [here](https://www.childfund.org/Ethiopia/) to find out how to sponsor a child from Ethiopia!	Editorial	
Sponsor child from Ethiopia	Thank you so much for your interest in becoming a sponsor! Click [here](https://www.childfund.org/Ethiopia/) to find out how to sponsor a child from Ethiopia!	Editorial	
What part of Ethiopia are you from?	125th Street.	Editorial	
Is there a heaven?	Well, even though I'm just a bot, I'd like to think so. Unfortunately, I don't have those kinds of answers.	Editorial	
Heaven	...is a place on earth?	Editorial	
How old are you?	I'm not sure. Let's say...32?	Editorial	
Where do you live?	In a computer. The view stinks but the rent is cheap!	Editorial	
What is your purpose?	To answers your questions about ChildFund and provide links to pages on our website.	Editorial	
What languages do you speak?	English, but I'm working on learning new languages.	Editorial	
languages spoke	English, but I'm working on learning new languages.	Editorial	
languages	English, but I'm working on learning new languages.	Editorial	
How are you?	I'm super! Thanks for asking!	Editorial	
Are you well?	I'm super! Thanks for asking!	Editorial	
Are you OK?	I'm super! Thanks for asking!	Editorial	
How are you doing?	I'm super! Thanks for asking!	Editorial	
What time is it?	Time for you to get a watch.	Editorial	
What are your hobbies?	Spending summers in Rangoon and taking luge lessons.	Editorial	
What do you look like?	Not conspicuously tall. Striking features but not conspicuously handsome. People say there's something very slightly odd about me but it's difficult to say what it is.	Editorial	
Describe how you look.	Not conspicuously tall. Striking features but not conspicuously handsome. People say there's something very slightly odd about me but it's difficult to say what it is.	Editorial	
Describe yourself.	Not conspicuously tall. Striking features but not conspicuously handsome. People say there's something very slightly odd about me but it's difficult to say what it is.	Editorial	
Send me a picture of yourself.	: )  (That's the only one I have.)	Editorial	
i want to sponsor but need more info	No problem! Click [here](http://bit.ly/2q3A5MU) to learn more about how we work.	Editorial	
What are ChildFund programs?	They're basically our efforts to help make a better world for children. Click [here](http://bit.ly/2q3A5MU) to learn more.	Editorial	
Can I pick the child I sponsor?	Absolutely!	Editorial	
Can I pick my kid?	Absolutely!	Editorial	
Can I pick my own kid?	Absolutely!	Editorial	
Does Facebook take any of my money?	Nope. All of your money goes towards our efforts to make a better world for children.	Editorial	
Why should I donate?	Well, there are a lot of kids out there who could use some help. Our goal is to address issues like access to healthcare and opportunities for education or employment. If you're still interested, you can click [here](http://bit.ly/1t9VsUW) to make a donation.	Editorial	
why donate	Well, there are a lot of kids out there who could use some help. Our goal is to address issues like access to healthcare and opportunities for education or employment. If you're still interested, you can click [here](http://bit.ly/1t9VsUW) to make a donation.	Editorial	
why should I give money?	Well, there are a lot of kids out there who could use some help. Our goal is to address issues like access to healthcare and opportunities for education or employment. If you're still interested, you can click [here](http://bit.ly/1t9VsUW) to make a donation.	Editorial	
why give money?	Well, there are a lot of kids out there who could use some help. Our goal is to address issues like access to healthcare and opportunities for education or employment. If you're still interested, you can click [here](http://bit.ly/1t9VsUW) to make a donation.	Editorial	
Why did this ad pop up in my feed?	We use social media ads to help spread the word about ChildFund. Please feel free to check out the privacy policy on our website [here](https://www.childfund.org/privacypolicy/) and if you have further questions, please contact us at questions@childfund.org.	Editorial	
ChildFund privacy policy.	You can check out the privacy policy on our website [here](https://www.childfund.org/privacypolicy/). If you have further questions, please contact us at questions@childfund.org.	Editorial	
Privacy policy.	You can check out the privacy policy on our website [here](https://www.childfund.org/privacypolicy/). If you have further questions, please contact us at questions@childfund.org.	Editorial	
Will you take my child?	No, that's not how we do things. Working with local partner organizations, we ensure children are protected and have what they need to achieve their potential.	Editorial	
Can I get ChildFund to come to my city?	We currently work in over 30 countries but you'll need to check with your local community leaders to find out if ChildFund is or will be working in your area.	Editorial	
Not at this time.	No problem! If you change your mind, please reach out so we can point you in the right direction!	Editorial	
No	No problem! If you change your mind, please reach out so we can point you in the right direction!	Editorial	
No thanks.	No problem! If you change your mind, please reach out so we can point you in the right direction!	Editorial	
Not today.	No problem! If you change your mind, please reach out so we can point you in the right direction!	Editorial	
Not interested.	No problem! If you change your mind, please reach out so we can point you in the right direction!	Editorial	
Not now.	No problem! If you change your mind, please reach out so we can point you in the right direction!	Editorial	
Mistake.	Sorry you're having troubles.  Please [click here](https://www.messenger.com/t/ChildFundInternational) to speak with someone who can help you.	Editorial	
I already sponsor a child.	That's fantastic! We love hearing from current sponsors! Thank you so much for all that you do!	Editorial	
current sponsor	That's fantastic! We love hearing from current sponsors! Thank you so much for all that you do!	Editorial	
already a sponsor	That's fantastic! We love hearing from current sponsors! Thank you so much for all that you do!	Editorial	
I sponsor 3 kids	That's fantastic! We love hearing from current sponsors! Thank you so much for all that you do!	Editorial	
I sponsor a lot of kids	That's fantastic! We love hearing from current sponsors! Thank you so much for all that you do!	Editorial	
I am a childfund sponsor	That's fantastic! We love hearing from current sponsors! Thank you so much for all that you do!	Editorial	
I'm a childfund sponsor	That's fantastic! We love hearing from current sponsors! Thank you so much for all that you do!	Editorial	
I clicked by mistake.	No problem!	Editorial	
I never contacted you.	Gotcha. I'm here if you need anything though.	Editorial	
Didn't contact you.	Gotcha. I'm here if you need anything though.	Editorial	
I am opening a child academy.	Wonderful! If you live in a community where ChildFund has programs and services, your organization may be eligible for assistance. We work in 30 countries around the world and assist with a variety of projects. Please click [here](http://www.ChildFund.org/places) for more information.   \n	Editorial	
I need assistance with my school.	Wonderful! If you live in a community where ChildFund has programs and services, your organization may be eligible for assistance. We work in 30 countries around the world and assist with a variety of projects. Please click [here](http://www.ChildFund.org/places) for more information.	Editorial	
I need help for my church.	Wonderful! If you live in a community where ChildFund has programs and services, your organization may be eligible for assistance. We work in 30 countries around the world and assist with a variety of projects. Please click [here](http://www.ChildFund.org/places) for more information.	Editorial	
Kids need help.	Agreed. We work in 30 countries around the world and assist with a variety of projects. Please click [here](http://www.ChildFund.org/places) for more information.	Editorial	
Children everywhere need help.	Agreed. We work in 30 countries around the world and assist with a variety of projects. Please click [here](http://www.ChildFund.org/places) for more information.	Editorial	
I need help with my school.	You'll need to check in with you local community leaders to determine if ChildFund is at work in your specific area and if we are currently enrolling children in that location. Enrolled children are then matched with sponsors. We wish you all the best!	Editorial	
Become a sponsored child.	You'll need to check in with you local community leaders to determine if ChildFund is at work in your specific area and if we are currently enrolling children in that location. Enrolled children are then matched with sponsors. We wish you all the best!	Editorial	
How do you get sponsored?	You'll need to check in with you local community leaders to determine if ChildFund is at work in your specific area and if we are currently enrolling children in that location. Enrolled children are then matched with sponsors. We wish you all the best!	Editorial	
How do you get your child sponsored?	You'll need to check in with you local community leaders to determine if ChildFund is at work in your specific area and if we are currently enrolling children in that location. Enrolled children are then matched with sponsors. We wish you all the best!	Editorial	
How do I get sponsored?	You'll need to check in with you local community leaders to determine if ChildFund is at work in your specific area and if we are currently enrolling children in that location. Enrolled children are then matched with sponsors. We wish you all the best!	Editorial	
Enroll in ChildFund.	You'll need to check in with you local community leaders to determine if ChildFund is at work in your specific area and if we are currently enrolling children in that location. Enrolled children are then matched with sponsors. We wish you all the best!	Editorial	
Get sponsored.	You'll need to check in with you local community leaders to determine if ChildFund is at work in your specific area and if we are currently enrolling children in that location. Enrolled children are then matched with sponsors. We wish you all the best!	Editorial	
Do you support other groups?	You'll need to check in with you local community leaders to determine if ChildFund is at work in your specific area. Unfortunately, I don't have an extensive knowledge of all our programs (yet).	Editorial	
Do you help with soccer?	You'll need to check in with you local community leaders to determine if ChildFund is at work in your specific area. Unfortunately, I don't have an extensive knowledge of all our programs (yet).	Editorial	
Do you help with boy scouts?	You'll need to check in with you local community leaders to determine if ChildFund is at work in your specific area. Unfortunately, I don't have an extensive knowledge of all our programs (yet).	Editorial	
Gone to bed.	Goodnight!	Editorial	
Goodnight	Goodnight!	Editorial	
nighty night	Goodnight!	Editorial	
Going to bed.	Goodnight!	Editorial	
Night.	Goodnight!	Editorial	
How do I use this?	Just ask me a question about ChildFund and I'll do my best to answer it!	Editorial	
What is this?	Just ask me a question about ChildFund and I'll do my best to answer it!	Editorial	
Please don't contact me.	No problem, we're not ones to pry.	Editorial	
If I sponsor a child will they have my private information.	Nope. We 100% respect the privacy of our sponsors and donors. They only way they could get your info is if you give it to them.	Editorial	
Will a sponsored child have my address?	Nope. We 100% respect the privacy of our sponsors and donors. They only way they could get your info is if you give it to them.	Editorial	
Are you a bot?	Beep. Boop. Beep. Danger, Will Robinson, Danger!	Editorial	
Are you a computer?	Beep. Boop. Beep. Danger, Will Robinson, Danger!	Editorial	
Are you a robot?	Beep. Boop. Beep. Danger, Will Robinson, Danger!	Editorial	
Do you have a girlfriend?	Nope. Bots aren't very good at dating.	Editorial	
Do you have a husband?	Nope. Bots aren't very good at dating.	Editorial	
Do you have a wife?	Nope. Bots aren't very good at dating.	Editorial	
Do you have a boyfriend?	Nope. Bots aren't very good at dating.	Editorial	
Are you married?	Who is married?	Editorial	
Show the menu.	Menu? You hungry?	Editorial	
Can we play?	My dad told me not to play with strangers...	Editorial	
When is your birthday?	April 11, 2011.	Editorial	
When were you born?	April 11, 2011.	Editorial	
When did Skynet come online?	April 11, 2011.	Editorial	
Why am I getting this message?	I'm not 100% sure but you somehow found your way to the website or Facebook page where I live. Feel free to ask me questions about ChildFund.	Editorial	
mmmmmmmmmm	That was a good song by Canadian folk rock band and one-hit wonders, the Crash Test Dummies.	Editorial	
Egg	Chicken	Editorial	
Do you have an office in Sierra Leone?	Yes we do! To learn more, please [click here](https://www.childfund.org/sierra-leone/).	Editorial	
Clicked by mistake.	No worries. Just let us know if you need anything.	Editorial	
Visited by mistake.	No worries. Just let us know if you need anything.	Editorial	
No more questions.	Ok.	Editorial	
Fuck	...	Editorial	
fuck u	...	Editorial	
Shit	...	Editorial	
Damn	...	Editorial	
Bitch	...	Editorial	
I love you	Aren't you sweet!	Editorial	
Stop	...collaborate and listen...	Editorial	
Sex	No, thank you.	Editorial	
Want to have sex?	No, thank you.	Editorial	
Want to sex?	No, thank you.	Editorial	
